Bilophila_sp._4_1_30__BilSpec3,99.845
Desulfovibrio_africanus__DslAfri4,97.19733333333333
Desulfovibrio_alkalitolerans__AY864856,98.046
Desulfovibrio_aminophilus__DslAmin2,96.805
Desulfovibrio_aspoeensis_Aspo-2__CP002431,98.053
Desulfovibrio_burkinensis__DslBurk2,96.2005
Desulfovibrio_desulfuricans__CP003220,93.6935
Desulfovibrio_desulfuricans__DQ450464,93.03823469387757
Desulfovibrio_halophilus__DslHalo5,95.543
Desulfovibrio_piger__DslPige3,99.579
Desulfovibrio_salexigens__CP001649,89.97825
Desulfovibrio_sp._3_1_syn3__DsvSp230,95.12599999999999
Desulfovibrio_sp._U5L__DsvSp234,88.594
Desulfovibrio_vulgaris__DslVul10,99.948
Desulfovibrio_vulgaris_oxamicus__DslVulg9,97.38066666666668
Marine_aquaculture_filter_clone__EU350975,99.79
Polluted_aquifer_clone__UncS1623,99.589
Saltmarsh_clone__GU288614,96.04725
bacterium_LS2003__DQ211845,93.23037931034484
bacterium_LSBA132__DQ211839,92.66885714285714
